,instance,solver_conf,benchmark,verdict,status,ftype,log10_count_fromsolver,log10_est_fromsolver,count,count_type,pac-guarantees_epsilon,pac-guarantees_delta,cputime,wall_time,memory,job,fail,file,instance_long,solver,decs,prec,configuration,stdout_file,runsolver_WCTIME,runsolver_CPUTIME,runsolver_CPUUSAGE,runsolver_MAXVM,runsolver_TIMEOUT,runsolver_MEMOUT,runsolver_RETCODE,runsolver_SIGNAL,sat,lprec,rank,log10_pre,precompute,vote_count,voters,disagreed,log10_from_count_solver,log10_expected,count_expected,log10_from_count_expected,withindiff,err_afct,corr
53,mc2026_track1_107.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,133.43255763069286,133.432558,27074324552188263115193324525043910411466079287194737862239975111039283194478178486570350758010456761223622424071136573497534086266600,exact_arb_int,0.0,3.3071193500000004e-31,5.9702,6.83,517588,2026-06-24_22,,mc2026_track1_107.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_107.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance54/run1/stdout.log,6.83088,5.97016,87.3996,517588,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,133.432557630693,27074324552188263115193324525043910411466079287194737862239975111039283194478178486570350758010456761223622424071136573497534086266600,3,"d4,ganak,gpmc",False,133.43255763069299999999999999999999999999999999999999999999999999999999999999999999999999999,133.43255763069286,27074324552188263115193324525043910411466079287194737862239975111039283194478178486570350758010456761223622424071136573497534086266600,133.43255763069299999999999999999999999999999999999999999999999999999999999999999999999999999,0,0.0,1.0
54,mc2026_track1_109.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,141.55621077725377,141.556211,3599239755983329331332100508562451780508192148493160801718199944973008026807919208513108710328389951098075842967611059200000000000000000000000,exact_arb_int,0.0,2.40241658e-35,0.6035,1.07,581156,2026-06-24_22,,mc2026_track1_109.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_109.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance55/run1/stdout.log,1.06901,0.603454,56.4497,581156,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,141.556210777254,3599239755983329331332100508562451780508192148493160801718199944973008026807919208513108710328389951098075842967611059200000000000000000000000,3,"d4,ganak,gpmc",False,141.55621077725400000000000000000000000000000000000000000000000000000000000000000000000000006,141.55621077725377,3599239755983329331332100508562451780508192148493160801718199944973008026807919208513108710328389951098075842967611059200000000000000000000000,141.55621077725400000000000000000000000000000000000000000000000000000000000000000000000000006,0,0.0,1.0
55,mc2026_track1_111.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,123.43394419743407,123.433944,2716090255555394786865673931721659870192662048106344246114776105307491592972573691035248570056672524173798505601634040233480,exact_arb_int,0.0,7.11067682e-31,4.9161,5.82,517180,2026-06-24_22,,mc2026_track1_111.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_111.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance56/run1/stdout.log,5.82205,4.9161,84.4392,517180,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,123.433944197434,2716090255555394786865673931721659870192662048106344246114776105307491592972573691035248570056672524173798505601634040233480,3,"d4,ganak,gpmc",False,123.43394419743399999999999999999999999999999999999999999999999999999999999999999999999999998,123.43394419743407,2716090255555394786865673931721659870192662048106344246114776105307491592972573691035248570056672524173798505601634040233480,123.43394419743399999999999999999999999999999999999999999999999999999999999999999999999999998,0,0.0,1.0
56,mc2026_track1_113.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,126.37770315176158,126.377703,2386179727798317443182387728759025280637542166208758384036037409346857065068615755489422934430477849440649064528671759799828200,exact_arb_int,0.0,3.92070389e-31,3.4919,3.58,517688,2026-06-24_22,,mc2026_track1_113.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_113.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance57/run1/stdout.log,3.57996,3.49187,97.5393,517688,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,126.377703151762,2386179727798317443182387728759025280637542166208758384036037409346857065068615755489422934430477849440649064528671759799828200,3,"d4,ganak,gpmc",False,126.37770315176200000000000000000000000000000000000000000000000000000000000000000000000000002,126.37770315176158,2386179727798317443182387728759025280637542166208758384036037409346857065068615755489422934430477849440649064528671759799828200,126.37770315176200000000000000000000000000000000000000000000000000000000000000000000000000002,0,0.0,1.0
57,mc2026_track1_115.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,12.587202370686724,12.5872024,3865470566400,exact_arb_int,0.0,2.39853745e-34,2.1999,2.68,674336,2026-06-24_22,,mc2026_track1_115.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_115.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance58/run1/stdout.log,2.67752,2.19995,82.164,674336,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,12.587202370687,3865470566400,3,"d4,ganak,gpmc",False,12.587202370687,12.587202370686724,3865470566400,12.587202370687,0,0.0,1.0
58,mc2026_track1_117.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,8.413782578627488,8.41378258,259288096,exact_arb_int,0.0,9.43695681e-34,1.7276,2.14,518284,2026-06-24_22,,mc2026_track1_117.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_117.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance59/run1/stdout.log,2.13987,1.72765,80.7361,518284,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,8.413782578627,259288096,3,"d4,ganak,gpmc",False,8.4137825786269999999999999999999999999999999999999999999999999999999999999999999999999999971,8.413782578627488,259288096,8.4137825786269999999999999999999999999999999999999999999999999999999999999999999999999999971,0,0.0,1.0
59,mc2026_track1_119.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,6.0,6.0,1000000,exact_arb_int,0.0,9.53672025e-29,493.079,525.31,786960,2026-06-24_22,,mc2026_track1_119.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_119.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance60/run1/stdout.log,525.311,493.079,93.8642,786960,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,6.0,1000000,3,"d4,ganak,gpmc",False,6.0,6.0,1000000,6.0,0,0.0,1.0
60,mc2026_track1_121.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,4.741490389771279,4.74149039,55143,exact_arb_int,0.0,2.73591488e-29,156.819,169.69,896252,2026-06-24_22,,mc2026_track1_121.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_121.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance61/run1/stdout.log,169.686,156.819,92.4171,896252,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,4.741490389771,55143,3,"d4,ganak,gpmc",False,4.7414903897709999999999999999999999999999999999999999999999999999999999999999999999999999989,4.741490389771279,55143,4.7414903897709999999999999999999999999999999999999999999999999999999999999999999999999999989,0,0.0,1.0
61,mc2026_track1_123.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,-inf,-inf,0,exact_arb_int,0.0,0.0,1.1503,1.75,520004,2026-06-24_22,,mc2026_track1_123.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_123.cnf.xz,ganak-approx_MCC2026,unsat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance62/run1/stdout.log,1.74803,1.15027,65.8038,520004,False,False,0,0,UNSATISFIABLE,"['approx', 'arb', 'int']",C: Approx,,0,3,"d4,ganak,gpmc",False,-inf,-inf,0,-inf,0,0.0,1.0
62,mc2026_track1_125.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,0.0,0.0,1,exact_arb_int,0.0,0.0,0.0254,0.03,0,2026-06-24_22,,mc2026_track1_125.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_125.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance63/run1/stdout.log,0.0264929,0.02538,95.7993,0,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,0.0,1,3,"d4,ganak,gpmc",False,0.0,0.0,1,0.0,0,0.0,1.0
63,mc2026_track1_127.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,53.04871045987327,53.0487105,111869181327856632970982851835435663933423796501139456,approx_arb_int,0.8,0.2,1971.87,2128.63,10597204,2026-06-24_22,,mc2026_track1_127.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_127.cnf.xz,ganak-approx_MCC2026,sat,"['approx', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance64/run1/stdout.log,2128.63,1971.87,92.6354,10597204,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,,,0,,False,53.048710459873000000000000000000000000000000000000000000000000000000000000000000000000000015,53.04871045987327,111869181327856632970982851835435663933423796501139456,53.048710459873000000000000000000000000000000000000000000000000000000000000000000000000000015,0,1.0,1.0
64,mc2026_track1_129.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,5.8762530678376255,5.87625307,752061,exact_arb_int,0.0,1.51070963e-29,145.057,158.07,705544,2026-06-24_22,,mc2026_track1_129.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_129.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance65/run1/stdout.log,158.069,145.057,91.7682,705544,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,5.876253067838,752061,3,"d4,ganak,gpmc",False,5.8762530678380000000000000000000000000000000000000000000000000000000000000000000000000000005,5.8762530678376255,752061,5.8762530678380000000000000000000000000000000000000000000000000000000000000000000000000000005,0,0.0,1.0
65,mc2026_track1_131.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,8.526426915894412,8.52642692,336067810,exact_arb_int,0.0,2.8147799100000003e-25,1549.97,1673.49,1315088,2026-06-24_22,,mc2026_track1_131.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_131.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance66/run1/stdout.log,1673.49,1549.97,92.6194,1315088,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,8.526426915894,336067810,2,"d4,ganak",False,8.5264269158939999999999999999999999999999999999999999999999999999999999999999999999999999999,8.526426915894412,336067810,8.5264269158939999999999999999999999999999999999999999999999999999999999999999999999999999999,0,0.0,1.0
66,mc2026_track1_133.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,6.101340075807833,6.10134008,1262816,exact_arb_int,0.0,4.16506882e-29,154.869,168.96,799336,2026-06-24_22,,mc2026_track1_133.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_133.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance67/run1/stdout.log,168.957,154.869,91.6616,799336,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,6.101340075808,1262816,3,"d4,ganak,gpmc",False,6.1013400758079999999999999999999999999999999999999999999999999999999999999999999999999999998,6.101340075807833,1262816,6.1013400758079999999999999999999999999999999999999999999999999999999999999999999999999999998,0,0.0,1.0
67,mc2026_track1_135.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,1.1139433523068367,1.11394335,13,exact_arb_int,0.0,0.0,0.1397,0.14,0,2026-06-24_22,,mc2026_track1_135.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_135.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance68/run1/stdout.log,0.141586,0.139691,98.6617,0,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,1.113943352307,13,3,"d4,ganak,gpmc",False,1.1139433523069999999999999999999999999999999999999999999999999999999999999999999999999999997,1.1139433523068367,13,1.1139433523069999999999999999999999999999999999999999999999999999999999999999999999999999997,0,0.0,1.0
68,mc2026_track1_137.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,1.255272505103306,1.25527251,18,exact_arb_int,0.0,0.0,6.0265,6.75,672916,2026-06-24_22,,mc2026_track1_137.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_137.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance69/run1/stdout.log,6.74716,6.02653,89.3194,672916,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,1.255272505103,18,3,"d4,ganak,gpmc",False,1.2552725051029999999999999999999999999999999999999999999999999999999999999999999999999999998,1.255272505103306,18,1.2552725051029999999999999999999999999999999999999999999999999999999999999999999999999999998,0,0.0,1.0
69,mc2026_track1_139.cnf,ganak-approx_MCC2026,Track1_MC_Public,TLE,TLE,,,,nan,,,,3386.09,3600.61,24396480,2026-06-24_22,,mc2026_track1_139.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_139.cnf.xz,ganak-approx_MCC2026,unknown,,ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance70/run1/stdout.log,3600.61,3386.09,94.042,24396480,True,False,0,15,,"['approx', 'arb', 'int']",C: Approx,,,0,,False,,1178.612405378217,4.0964284927458399999999999999999999999999999999999999999999999999999999999999999999999999998e+1178,1178.6124053782170000000000000000000000000000000000000000000000000000000000000000000000000003,nan,,
70,mc2026_track1_141.cnf,ganak-approx_MCC2026,Track1_MC_Public,TLE,TLE,,,,nan,,,,3341.19,3600.07,2150176,2026-06-24_22,,mc2026_track1_141.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_141.cnf.xz,ganak-approx_MCC2026,unknown,,ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance71/run1/stdout.log,3600.07,3341.19,92.809,2150176,True,False,0,15,,"['approx', 'arb', 'int']",C: Approx,,,0,,False,,311715.65742006555,4.5438089802478600000000000000000000000000000000000000000000000000000000000000000000000000009e+311715,311715.65742006553600000000000000000000000000000000000000000000000000000000000000000000000005,nan,,
71,mc2026_track1_143.cnf,ganak-approx_MCC2026,Track1_MC_Public,TLE,TLE,,,,nan,,,,3581.34,3600.46,24367720,2026-06-24_22,,mc2026_track1_143.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_143.cnf.xz,ganak-approx_MCC2026,unknown,,ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance72/run1/stdout.log,3600.46,3581.34,99.469,24367720,True,False,0,15,,"['approx', 'arb', 'int']",C: Approx,,,0,,False,,1468.0496402985889,1.1210895349889400000000000000000000000000000000000000000000000000000000000000000000000000002e+1468,1468.0496402985890000000000000000000000000000000000000000000000000000000000000000000000000001,nan,,
72,mc2026_track1_145.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,0.0,0.0,1,exact_arb_int,0.0,0.0,282.364,314.76,559900,2026-06-24_22,,mc2026_track1_145.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_145.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance73/run1/stdout.log,314.762,282.364,89.7072,559900,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,0.0,1,2,"d4,ganak",False,0.0,0.0,1,0.0,0,0.0,1.0
73,mc2026_track1_147.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,4.816479930623699,4.81647993,65536,exact_arb_int,0.0,1.24735475e-28,299.558,331.52,870776,2026-06-24_22,,mc2026_track1_147.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_147.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance74/run1/stdout.log,331.518,299.558,90.3594,870776,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,4.816479930624,65536,3,"d4,ganak,gpmc",False,4.8164799306239999999999999999999999999999999999999999999999999999999999999999999999999999993,4.816479930623699,65536,4.8164799306239999999999999999999999999999999999999999999999999999999999999999999999999999993,0,0.0,1.0
74,mc2026_track1_149.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,0.6020599913279624,0.602059991,4,exact_arb_int,0.0,0.0,61.1092,61.47,543636,2026-06-24_22,,mc2026_track1_149.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_149.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance75/run1/stdout.log,61.4664,61.1092,99.4188,543636,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,0.602059991328,4,3,"d4,ganak,gpmc",False,0.60205999132799999999999999999999999999999999999999999999999999999999999999999999999999999992,0.6020599913279624,4,0.60205999132799999999999999999999999999999999999999999999999999999999999999999999999999999992,0,0.0,1.0
75,mc2026_track1_151.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,4.816479930623699,4.81647993,65536,exact_arb_int,0.0,1.82805622e-28,249.169,265.91,822268,2026-06-24_22,,mc2026_track1_151.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_151.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance76/run1/stdout.log,265.907,249.169,93.7054,822268,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,4.816479930624,65536,3,"d4,ganak,gpmc",False,4.8164799306239999999999999999999999999999999999999999999999999999999999999999999999999999993,4.816479930623699,65536,4.8164799306239999999999999999999999999999999999999999999999999999999999999999999999999999993,0,0.0,1.0
76,mc2026_track1_153.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,0.7781512503836436,0.77815125,6,exact_arb_int,0.0,0.0,0.0443,0.05,0,2026-06-24_22,,mc2026_track1_153.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_153.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance77/run1/stdout.log,0.0459261,0.044291,96.4398,0,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,0.778151250384,6,3,"d4,ganak,gpmc",False,0.77815125038400000000000000000000000000000000000000000000000000000000000000000000000000000022,0.7781512503836436,6,0.77815125038400000000000000000000000000000000000000000000000000000000000000000000000000000022,0,0.0,1.0
77,mc2026_track1_155.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,20.490833325259928,20.4908333,309623079113133176160,exact_arb_int,0.0,3.8791313600000004e-37,0.0662,0.17,0,2026-06-24_22,,mc2026_track1_155.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_155.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance78/run1/stdout.log,0.165072,0.066186,40.0952,0,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,20.49083332526,309623079113133176160,3,"d4,ganak,gpmc",False,20.490833325260000000000000000000000000000000000000000000000000000000000000000000000000000003,20.490833325259928,309623079113133176160,20.490833325260000000000000000000000000000000000000000000000000000000000000000000000000000003,0,0.0,1.0
78,mc2026_track1_157.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,124.09253639169324,124.092536,12374748797617855764050198121191304103511416559087400449928139456888070478909044293083079786511928252392690782684663014702600,exact_arb_int,0.0,6.28345812e-31,3.3689,3.93,517648,2026-06-24_22,,mc2026_track1_157.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_157.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance79/run1/stdout.log,3.93072,3.3689,85.707,517648,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,124.092536391693,12374748797617855764050198121191304103511416559087400449928139456888070478909044293083079786511928252392690782684663014702600,3,"d4,ganak,gpmc",False,124.09253639169300000000000000000000000000000000000000000000000000000000000000000000000000002,124.09253639169324,12374748797617855764050198121191304103511416559087400449928139456888070478909044293083079786511928252392690782684663014702600,124.09253639169300000000000000000000000000000000000000000000000000000000000000000000000000002,0,0.0,1.0
79,mc2026_track1_159.cnf,ganak-approx_MCC2026,Track1_MC_Public,TLE,TLE,,,,nan,,,,3387.17,3600.2,4289536,2026-06-24_22,,mc2026_track1_159.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_159.cnf.xz,ganak-approx_MCC2026,unknown,,ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance80/run1/stdout.log,3600.2,3387.17,94.0828,4289536,True,False,0,15,,"['approx', 'arb', 'int']",C: Approx,,,0,,False,,962.693926133412,4.9422661974564100000000000000000000000000000000000000000000000000000000000000000000000000024e+962,962.69392613341199999999999999999999999999999999999999999999999999999999999999999999999999977,nan,,
80,mc2026_track1_161.cnf,ganak-approx_MCC2026,Track1_MC_Public,TLE,TLE,,,,nan,,,,3584.38,3600.41,5547816,2026-06-24_22,,mc2026_track1_161.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_161.cnf.xz,ganak-approx_MCC2026,unknown,,ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance81/run1/stdout.log,3600.41,3584.38,99.5548,5547816,True,False,0,15,,"['approx', 'arb', 'int']",C: Approx,,,0,,False,,2835.4090975714425,2.5650602550236900000000000000000000000000000000000000000000000000000000000000000000000000007e+2835,2835.4090975714429999999999999999999999999999999999999999999999999999999999999999999999999993,nan,,
81,mc2026_track1_163.cnf,ganak-approx_MCC2026,Track1_MC_Public,TLE,TLE,,,,nan,,,,3385.28,3600.61,18685208,2026-06-24_22,,mc2026_track1_163.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_163.cnf.xz,ganak-approx_MCC2026,unknown,,ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance82/run1/stdout.log,3600.61,3385.28,94.0194,18685208,True,False,0,15,,"['approx', 'arb', 'int']",C: Approx,,,0,,False,,208.93491792237467,8.6083104773374300000000000000000000000000000000000000000000000000000000000000000000000000032e+208,208.934917922375,nan,,
82,mc2026_track1_165.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,119.91757215266436,119.917572,827126914074712907626444988267313552940369174325059447388893813943139993694017715239201510664949457710414429770651533312,approx_arb_int,0.8,0.2,1894.89,2016.54,21216488,2026-06-24_22,,mc2026_track1_165.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_165.cnf.xz,ganak-approx_MCC2026,sat,"['approx', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance83/run1/stdout.log,2016.54,1894.89,93.9671,21216488,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,,,0,,False,119.917572152664,119.91757215266436,827126914074712907626444988267313552940369174325059447388893813943139993694017715239201510664949457710414429770651533312,119.917572152664,0,1.0,1.0
83,mc2026_track1_167.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,1.0,1.0,10,exact_arb_int,0.0,0.0,0.0198,0.02,0,2026-06-24_22,,mc2026_track1_167.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_167.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance84/run1/stdout.log,0.0206079,0.019759,95.8806,0,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,1.0,10,3,"d4,ganak,gpmc",False,1.0,1.0,10,1.0,0,0.0,1.0
84,mc2026_track1_169.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,21.368734276392296,21.3687343,2337406655942795198464,exact_arb_int,0.0,6.59562218e-24,1041.46,1108.66,3816316,2026-06-24_22,,mc2026_track1_169.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_169.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance85/run1/stdout.log,1108.66,1041.46,93.9392,3816316,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,21.368734276392,2337406655942795198464,3,"d4,ganak,gpmc",False,21.368734276392,21.368734276392296,2337406655942795198464,21.368734276392,0,0.0,1.0
